procs,N,execution_time,num_of_unique
40, 932, 0.058614, 216220
40, 933, 0.060597, 216688
40, 934, 0.056880, 217156
40, 935, 0.057585, 217517
40, 936, 0.055836, 217729
40, 937, 0.063357, 218666
40, 938, 0.059244, 218997
40, 939, 0.055650, 219468
40, 940, 0.058093, 219754
40, 941, 0.060004, 220695
40, 942, 0.056827, 221042
40, 943, 0.060884, 221618
40, 944, 0.061382, 221931
40, 945, 0.056359, 222187
40, 946, 0.062793, 222527
40, 947, 0.081121, 223474
40, 948, 0.056615, 223759
40, 949, 0.061724, 224287
40, 950, 0.059644, 224575
40, 951, 0.062314, 225052
40, 952, 0.059431, 225310
40, 953, 0.081779, 226263
40, 954, 0.061640, 226552
40, 955, 0.061009, 227048
40, 956, 0.057617, 227448
40, 957, 0.058896, 227798
40, 958, 0.060475, 228278
40, 959, 0.056588, 228788
40, 960, 0.060952, 228987
40, 961, 0.057689, 229640
40, 962, 0.059174, 229984
40, 963, 0.059445, 230387
40, 964, 0.056878, 230790
40, 965, 0.057572, 231291
40, 966, 0.057836, 231557
40, 967, 0.056924, 232524
40, 968, 0.058847, 232817
40, 969, 0.055972, 233190
40, 970, 0.061747, 233537
40, 971, 0.057841, 234508
40, 972, 0.057322, 234746
40, 973, 0.060213, 235263
40, 974, 0.059066, 235751
40, 975, 0.058186, 236052
40, 976, 0.057910, 236378
40, 977, 0.059939, 237355
40, 978, 0.058377, 237716
40, 979, 0.059295, 238256
40, 980, 0.063427, 238502
40, 981, 0.058305, 238912
40, 982, 0.058247, 239404
40, 983, 0.063937, 240387
40, 984, 0.060245, 240642
40, 985, 0.056438, 241154
40, 986, 0.057826, 241507
40, 987, 0.059205, 241871
40, 988, 0.058899, 242168
40, 989, 0.060486, 242766
40, 990, 0.059963, 242985
40, 991, 0.059726, 243976
40, 992, 0.057932, 244287
40, 993, 0.057811, 244785
40, 994, 0.057166, 245133
40, 995, 0.058161, 245649
40, 996, 0.057707, 245948
40, 997, 0.056667, 246945
40, 998, 0.061813, 247445
40, 999, 0.060718, 247814
40, 1000, 0.059555, 248083
40, 1001, 0.062868, 248510
40, 1002, 0.062407, 248879
40, 1003, 0.060273, 249457
40, 1004, 0.058092, 249877
40, 1005, 0.058883, 250250
40, 1006, 0.058665, 250754
40, 1007, 0.059351, 251342
40, 1008, 0.058319, 251544
40, 1009, 0.057418, 252553
40, 1010, 0.057712, 252916
40, 1011, 0.058572, 253423
40, 1012, 0.064252, 253749
40, 1013, 0.061623, 254762
40, 1014, 0.076915, 255068
40, 1015, 0.080840, 255460
40, 1016, 0.066308, 255829
40, 1017, 0.059803, 256254
40, 1018, 0.064123, 256764
40, 1019, 0.063650, 257783
40, 1020, 0.059726, 258003
40, 1021, 0.061958, 259024
40, 1022, 0.056678, 259384
40, 1023, 0.057288, 259767
40, 1024, 0.058141, 260095
40, 1025, 0.059586, 260541
40, 1026, 0.060953, 260823
40, 1027, 0.058244, 261394
40, 1028, 0.056235, 261824
40, 1029, 0.058106, 262200
40, 1030, 0.059132, 262569
40, 1031, 0.060739, 263600
40, 1032, 0.056587, 263866
40, 1033, 0.058750, 264899
40, 1034, 0.060122, 265266
40, 1035, 0.061222, 265588
40, 1036, 0.058456, 265905
40, 1037, 0.060778, 266499
40, 1038, 0.057885, 266882
40, 1039, 0.056784, 267921
40, 1040, 0.057505, 268168
40, 1041, 0.058986, 268690
40, 1042, 0.060669, 269212
40, 1043, 0.060842, 269767
40, 1044, 0.058053, 270020
40, 1045, 0.060096, 270421
40, 1046, 0.058176, 270945
40, 1047, 0.060146, 271470
40, 1048, 0.059088, 271850
40, 1049, 0.057790, 272899
40, 1050, 0.060155, 273129
40, 1051, 0.058283, 274180
40, 1052, 0.062775, 274620
40, 1053, 0.059716, 274969
40, 1054, 0.057648, 275348
40, 1055, 0.062467, 275895
40, 1056, 0.058212, 276132
40, 1057, 0.061080, 276694
40, 1058, 0.059723, 277122
40, 1059, 0.060154, 277653
40, 1060, 0.057405, 277978
40, 1061, 0.061112, 279039
40, 1062, 0.059294, 279359
40, 1063, 0.060427, 280422
40, 1064, 0.060135, 280703
40, 1065, 0.061026, 281100
40, 1066, 0.057520, 281483
40, 1067, 0.065271, 282075
40, 1068, 0.059046, 282398
40, 1069, 0.060398, 283467
40, 1070, 0.060323, 283850
40, 1071, 0.058445, 284179
40, 1072, 0.061008, 284537
40, 1073, 0.060991, 285222
40, 1074, 0.060067, 285618
40, 1075, 0.061759, 286083
40, 1076, 0.057897, 286533
40, 1077, 0.073185, 287073
40, 1078, 0.060513, 287386
40, 1079, 0.081123, 287984
40, 1080, 0.072250, 288199
40, 1081, 0.058793, 288848
40, 1082, 0.064922, 289390
40, 1083, 0.063355, 289837
40, 1084, 0.080966, 290290
40, 1085, 0.060290, 290718
40, 1086, 0.064927, 291118
40, 1087, 0.060090, 292205
40, 1088, 0.059169, 292536
40, 1089, 0.058791, 292924
40, 1090, 0.062035, 293315
40, 1091, 0.062604, 294406
40, 1092, 0.062402, 294658
40, 1093, 0.062620, 295751
40, 1094, 0.062667, 296299
40, 1095, 0.059224, 296706
40, 1096, 0.059146, 297104
40, 1097, 0.059312, 298201
40, 1098, 0.064795, 298531
40, 1099, 0.059450, 299117
40, 1100, 0.059504, 299409
40, 1101, 0.061687, 299961
40, 1102, 0.059244, 300352
40, 1103, 0.060547, 301455
40, 1104, 0.062825, 301719
40, 1105, 0.059674, 302154
40, 1106, 0.061936, 302544
40, 1107, 0.058451, 302950
40, 1108, 0.060728, 303413
40, 1109, 0.060029, 304522
40, 1110, 0.061245, 304811
40, 1111, 0.061138, 305430
40, 1112, 0.063915, 305834
40, 1113, 0.060251, 306240
40, 1114, 0.063717, 306798
40, 1115, 0.065173, 307376
40, 1116, 0.060089, 307645
40, 1117, 0.058812, 308762
40, 1118, 0.061819, 309158
40, 1119, 0.061024, 309719
40, 1120, 0.063059, 309973
40, 1121, 0.059413, 310627
40, 1122, 0.061542, 310932
40, 1123, 0.060280, 312055
40, 1124, 0.058350, 312525
40, 1125, 0.058480, 312876
40, 1126, 0.060377, 313440
40, 1127, 0.060335, 313935
40, 1128, 0.058903, 314231
40, 1129, 0.062556, 315360
40, 1130, 0.059180, 315765
40, 1131, 0.059984, 316175
40, 1132, 0.060915, 316648
40, 1133, 0.060767, 317275
40, 1134, 0.059650, 317557
40, 1135, 0.061422, 318146
40, 1136, 0.062348, 318522
40, 1137, 0.061215, 319092
40, 1138, 0.061720, 319662
40, 1139, 0.063121, 320317
40, 1140, 0.059040, 320559
40, 1141, 0.062051, 321166
40, 1142, 0.060047, 321738
40, 1143, 0.081901, 322216
40, 1144, 0.060678, 322522
40, 1145, 0.062591, 323116
40, 1146, 0.063379, 323538
40, 1147, 0.064530, 324283
40, 1148, 0.065713, 324636
40, 1149, 0.063674, 325212
40, 1150, 0.066748, 325566
40, 1151, 0.062201, 326717
40, 1152, 0.060442, 326969
40, 1153, 0.061818, 328122
40, 1154, 0.062314, 328700
40, 1155, 0.061716, 329009
40, 1156, 0.062581, 329403
40, 1157, 0.062698, 330046
40, 1158, 0.058834, 330473
40, 1159, 0.060539, 331144
40, 1160, 0.060615, 331455
40, 1161, 0.063472, 331879
40, 1162, 0.062730, 332284
40, 1163, 0.063653, 333447
40, 1164, 0.061948, 333798
40, 1165, 0.059257, 334403
40, 1166, 0.059181, 334819
40, 1167, 0.059669, 335404
40, 1168, 0.064309, 335792
40, 1169, 0.060623, 336413
40, 1170, 0.059639, 336668
40, 1171, 0.062590, 337839
40, 1172, 0.060137, 338329
40, 1173, 0.060503, 338759
40, 1174, 0.062156, 339347
40, 1175, 0.060473, 339857
40, 1176, 0.060125, 340116
40, 1177, 0.061457, 340766
40, 1178, 0.061748, 341181
40, 1179, 0.062794, 341673
40, 1180, 0.060608, 342034
40, 1181, 0.060384, 343215
40, 1182, 0.059743, 343650
40, 1183, 0.061820, 344192
40, 1184, 0.062579, 344560
40, 1185, 0.064131, 345000
40, 1186, 0.062410, 345594
40, 1187, 0.061764, 346781
40, 1188, 0.061550, 347039
40, 1189, 0.061988, 347785
40, 1190, 0.059691, 348104
40, 1191, 0.063760, 348701
40, 1192, 0.060695, 349133
40, 1193, 0.064072, 350326
40, 1194, 0.060796, 350766
40, 1195, 0.063237, 351386
40, 1196, 0.061724, 351754
40, 1197, 0.061884, 352127
40, 1198, 0.060527, 352727
40, 1199, 0.062772, 353387
40, 1200, 0.060853, 353630
40, 1201, 0.060182, 354831
40, 1202, 0.060621, 355433
40, 1203, 0.062256, 356036
40, 1204, 0.064491, 356406
40, 1205, 0.061219, 357031
40, 1206, 0.060917, 357392
40, 1207, 0.061529, 358082
40, 1208, 0.076757, 358520
40, 1209, 0.083825, 358958
40, 1210, 0.079374, 359336
40, 1211, 0.061781, 359978
40, 1212, 0.063986, 360342
40, 1213, 0.060621, 361555
40, 1214, 0.061086, 362163
40, 1215, 0.073068, 362537
40, 1216, 0.080244, 362887
40, 1217, 0.064760, 364104
40, 1218, 0.062143, 364431
40, 1219, 0.061353, 365157
40, 1220, 0.062508, 365530
40, 1221, 0.060184, 365989
40, 1222, 0.061649, 366423
40, 1223, 0.063306, 367646
40, 1224, 0.061481, 367919
40, 1225, 0.064156, 368367
40, 1226, 0.061745, 368981
40, 1227, 0.064132, 369596
40, 1228, 0.061087, 370109
40, 1229, 0.063947, 371338
40, 1230, 0.062485, 371654
40, 1231, 0.062341, 372885
40, 1232, 0.064908, 373189
40, 1233, 0.060620, 373704
40, 1234, 0.062597, 374322
40, 1235, 0.064602, 374795
40, 1236, 0.067996, 375165
40, 1237, 0.063895, 376402
40, 1238, 0.062761, 377022
40, 1239, 0.061547, 377477
40, 1240, 0.064682, 377803
40, 1241, 0.063784, 378508
40, 1242, 0.062334, 378840
40, 1243, 0.062191, 379525
